disease,rag_top_node_id,common_symptoms,total_symptoms,rag_total_symptoms,rag_matches,rag_hallucinations,no_rag_total_symptoms,no_rag_matches,no_rag_hallucinations,rag_accuracy,no_rag_accuracy,rag_precision,rag_recall,no_rag_precision,no_rag_recall
"HSD10 disease, atypical type",32958,3,3,51,2,49,33,0,33,0.6666666666666666,0.0,0.0392156862745098,0.6666666666666666,0.0,0.0
X-linked epilepsy-learning disabilities-behavior disorders syndrome,31029,10,4,22,5,17,18,0,18,1.25,0.0,0.22727272727272727,1.25,0.0,0.0
"X-linked intellectual disability, Cabezas type",27603,5,49,54,7,47,28,2,26,0.14285714285714285,0.04081632653061224,0.12962962962962962,0.14285714285714285,0.07142857142857142,0.04081632653061224
"Deafness-intellectual disability syndrome, Martin-Probst type",29667,8,32,26,2,24,17,1,16,0.0625,0.03125,0.07692307692307693,0.0625,0.058823529411764705,0.03125
X-linked intellectual disability-macrocephaly-macroorchidism syndrome,32561,12,3,20,2,18,31,2,29,0.6666666666666666,0.6666666666666666,0.1,0.6666666666666666,0.06451612903225806,0.6666666666666666
X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome,32559,4,21,17,17,0,16,4,12,0.8095238095238095,0.19047619047619047,1.0,0.8095238095238095,0.25,0.19047619047619047
X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome,32547,0,19,17,17,0,21,0,21,0.8947368421052632,0.0,1.0,0.8947368421052632,0.0,0.0
"X-linked intellectual disability, Stevenson type",38443,17,22,25,0,25,27,1,26,0.0,0.045454545454545456,0.0,0.0,0.037037037037037035,0.045454545454545456
"X-linked intellectual disability, Shrimpton type",28944,3,5,18,1,17,26,0,26,0.2,0.0,0.05555555555555555,0.2,0.0,0.0
"X-linked intellectual disability, Pai type",28944,5,18,21,4,17,29,2,27,0.2222222222222222,0.1111111111111111,0.19047619047619047,0.2222222222222222,0.06896551724137931,0.1111111111111111
"X-linked neurodegenerative syndrome, Bertini type",32534,4,10,17,10,7,18,1,17,1.0,0.1,0.5882352941176471,1.0,0.05555555555555555,0.1
X-linked intellectual disability-retinitis pigmentosa syndrome,28653,8,2,25,2,23,25,1,24,1.0,0.5,0.08,1.0,0.04,0.5
X-linked intellectual disability-ataxia-apraxia syndrome,32533,9,5,22,4,18,17,2,15,0.8,0.4,0.18181818181818182,0.8,0.11764705882352941,0.4
Fried syndrome,32536,0,21,17,16,1,33,0,33,0.7619047619047619,0.0,0.9411764705882353,0.7619047619047619,0.0,0.0
"X-linked neurodegenerative syndrome, Hamel type",32532,2,6,23,6,17,12,0,12,1.0,0.0,0.2608695652173913,1.0,0.0,0.0
Systemic-onset juvenile idiopathic arthritis,98688,17,22,25,5,20,29,6,23,0.22727272727272727,0.2727272727272727,0.2,0.22727272727272727,0.20689655172413793,0.2727272727272727
Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis,32726,8,19,19,7,12,30,6,24,0.3684210526315789,0.3157894736842105,0.3684210526315789,0.3684210526315789,0.2,0.3157894736842105
X-linked severe congenital neutropenia,27468,12,3,16,3,13,33,2,31,1.0,0.6666666666666666,0.1875,1.0,0.06060606060606061,0.6666666666666666
Benign adult familial myoclonic epilepsy,29656,2,8,16,7,9,23,2,21,0.875,0.25,0.4375,0.875,0.08695652173913043,0.25
Diffuse palmoplantar keratoderma-acrocyanosis syndrome,33067,6,2,17,1,16,6,0,6,0.5,0.0,0.058823529411764705,0.5,0.0,0.0
Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome,28039,1,22,17,13,4,32,0,32,0.5909090909090909,0.0,0.7647058823529411,0.5909090909090909,0.0,0.0
Nodular lymphocyte predominant Hodgkin lymphoma,32866,4,14,16,16,0,20,4,16,1.1428571428571428,0.2857142857142857,1.0,1.1428571428571428,0.2,0.2857142857142857
Craniofacial conodysplasia,33477,7,5,24,6,18,28,4,24,1.2,0.8,0.25,1.2,0.14285714285714285,0.8
"Mesomelic dysplasia, Savarirayan type",38211,25,15,41,3,38,38,2,36,0.2,0.13333333333333333,0.07317073170731707,0.2,0.05263157894736842,0.13333333333333333
Familial digital arthropathy-brachydactyly,27205,1,6,16,7,9,28,0,28,1.1666666666666667,0.0,0.4375,1.1666666666666667,0.0,0.0
"Microcephalic osteodysplastic dysplasia, Saul-Wilson type",29899,2,16,33,14,19,22,1,21,0.875,0.0625,0.42424242424242425,0.875,0.045454545454545456,0.0625
Astley-Kendall dysplasia,33478,0,4,7,4,3,19,0,19,1.0,0.0,0.5714285714285714,1.0,0.0,0.0
Pseudodiastrophic dysplasia,29738,0,9,17,4,13,27,0,27,0.4444444444444444,0.0,0.23529411764705882,0.4444444444444444,0.0,0.0
Spondylo-ocular syndrome,27340,1,31,25,17,8,29,1,28,0.5483870967741935,0.03225806451612903,0.68,0.5483870967741935,0.034482758620689655,0.03225806451612903
Idiopathic juvenile osteoporosis,27458,8,6,20,5,15,26,3,23,0.8333333333333334,0.5,0.25,0.8333333333333334,0.11538461538461539,0.5
Dysspondyloenchondromatosis,38339,18,23,28,1,27,22,0,22,0.043478260869565216,0.0,0.03571428571428571,0.043478260869565216,0.0,0.0
Genochondromatosis type 1,30693,0,3,14,2,12,17,0,17,0.6666666666666666,0.0,0.14285714285714285,0.6666666666666666,0.0,0.0
Genitopatellar syndrome,30118,1,38,46,31,15,18,1,17,0.8157894736842105,0.02631578947368421,0.6739130434782609,0.8157894736842105,0.05555555555555555,0.02631578947368421
Craniosynostosis-anal anomalies-porokeratosis syndrome,29126,3,35,42,29,13,41,5,36,0.8285714285714286,0.14285714285714285,0.6904761904761905,0.8285714285714286,0.12195121951219512,0.14285714285714285
Acropectoral syndrome,30936,0,3,19,3,16,18,0,18,1.0,0.0,0.15789473684210525,1.0,0.0,0.0
Keutel syndrome,31666,0,24,19,11,8,6,0,6,0.4583333333333333,0.0,0.5789473684210527,0.4583333333333333,0.0,0.0
Fetal Gaucher disease,30366,2,31,17,8,9,25,3,22,0.25806451612903225,0.0967741935483871,0.47058823529411764,0.25806451612903225,0.12,0.0967741935483871
"X-linked intellectual disability, Abidi type",28944,6,12,29,3,26,30,4,26,0.25,0.3333333333333333,0.10344827586206896,0.25,0.13333333333333333,0.3333333333333333
Syndromic X-linked intellectual disability 7,38443,12,15,27,3,24,33,4,29,0.2,0.26666666666666666,0.1111111111111111,0.2,0.12121212121212122,0.26666666666666666
Microphthalmia-ankyloblepharon-intellectual disability syndrome,32291,13,4,29,4,25,24,2,22,1.0,0.5,0.13793103448275862,1.0,0.08333333333333333,0.5
"X-linked intellectual disability, Armfield type",29211,1,38,16,14,2,23,0,23,0.3684210526315789,0.0,0.875,0.3684210526315789,0.0,0.0
"X-linked intellectual disability, Cantagrel type",28944,3,18,24,4,20,24,1,23,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.041666666666666664,0.05555555555555555
Christianson syndrome,31574,0,49,58,33,25,21,0,21,0.673469387755102,0.0,0.5689655172413793,0.673469387755102,0.0,0.0
KDM5C-related syndromic X-linked intellectual disability,38443,13,25,28,2,26,31,1,30,0.08,0.04,0.07142857142857142,0.08,0.03225806451612903,0.04
X-linked intellectual disability-cubitus valgus-dysmorphism syndrome,32093,2,17,15,14,1,36,3,33,0.8235294117647058,0.17647058823529413,0.9333333333333333,0.8235294117647058,0.08333333333333333,0.17647058823529413
MEHMO syndrome,31400,0,25,18,0,18,16,0,16,0.0,0.0,0.0,0.0,0.0,0.0
"X-linked intellectual disability, Miles-Carpenter type",28944,4,9,20,0,20,31,0,31,0.0,0.0,0.0,0.0,0.0,0.0
BRESEK syndrome,32285,0,29,20,20,0,12,0,12,0.6896551724137931,0.0,1.0,0.6896551724137931,0.0,0.0
"X-linked intellectual disability, Shashi type",28944,5,12,21,1,20,32,1,31,0.08333333333333333,0.08333333333333333,0.047619047619047616,0.08333333333333333,0.03125,0.08333333333333333
"X-linked intellectual disability, Siderius type",38443,9,12,22,0,22,23,0,23,0.0,0.0,0.0,0.0,0.0,0.0
Oculocutaneous albinism type 4,84278,11,15,25,8,17,31,9,22,0.5333333333333333,0.6,0.32,0.5333333333333333,0.2903225806451613,0.6
Oculocutaneous albinism type 1B,84278,7,17,30,7,23,33,7,26,0.4117647058823529,0.4117647058823529,0.23333333333333334,0.4117647058823529,0.21212121212121213,0.4117647058823529
Ichthyosis hystrix of Curth-Macklin,31739,9,8,21,6,15,17,2,15,0.75,0.25,0.2857142857142857,0.75,0.11764705882352941,0.25
Griscelli syndrome type 3,27582,3,3,58,3,55,26,0,26,1.0,0.0,0.05172413793103448,1.0,0.0,0.0
Griscelli syndrome type 2,27582,3,19,58,20,38,31,2,29,1.0526315789473684,0.10526315789473684,0.3448275862068966,1.0526315789473684,0.06451612903225806,0.10526315789473684
Griscelli syndrome type 1,27582,4,16,58,15,43,34,0,34,0.9375,0.0,0.25862068965517243,0.9375,0.0,0.0
Macrostomia-preauricular tags-external ophthalmoplegia syndrome,32745,9,8,25,7,18,28,1,27,0.875,0.125,0.28,0.875,0.03571428571428571,0.125
LUMBAR syndrome,32086,4,17,36,0,36,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0
Desmoplastic small round cell tumor,32307,4,18,16,18,-2,25,6,19,1.0,0.3333333333333333,1.125,1.0,0.24,0.3333333333333333
Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome,32294,3,16,13,13,0,27,4,23,0.8125,0.25,1.0,0.8125,0.14814814814814814,0.25
Congenital primary aphakia,30592,0,13,10,6,4,23,1,22,0.46153846153846156,0.07692307692307693,0.6,0.46153846153846156,0.043478260869565216,0.07692307692307693
Narcolepsy type 2,32306,10,5,25,3,22,22,2,20,0.6,0.4,0.12,0.6,0.09090909090909091,0.4
Scrub typhus,33542,5,27,16,15,1,24,7,17,0.5555555555555556,0.25925925925925924,0.9375,0.5555555555555556,0.2916666666666667,0.25925925925925924
Severe achondroplasia-developmental delay-acanthosis nigricans syndrome,28545,0,14,34,9,25,19,1,18,0.6428571428571429,0.07142857142857142,0.2647058823529412,0.6428571428571429,0.05263157894736842,0.07142857142857142
"Platyspondylic dysplasia, Torrance type",28113,0,25,19,9,10,9,0,9,0.36,0.0,0.47368421052631576,0.36,0.0,0.0
Hypomyelination-congenital cataract syndrome,29918,1,6,24,2,22,27,0,27,0.3333333333333333,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0
Camptodactyly-tall stature-scoliosis-hearing loss syndrome,30270,2,4,17,4,13,24,3,21,1.0,0.75,0.23529411764705882,1.0,0.125,0.75
Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome,31372,3,3,17,3,14,14,3,11,1.0,1.0,0.17647058823529413,1.0,0.21428571428571427,1.0
Facial onset sensory and motor neuronopathy,33480,10,7,22,7,15,39,8,31,1.0,1.1428571428571428,0.3181818181818182,1.0,0.20512820512820512,1.1428571428571428
Hinman syndrome,30947,1,7,26,0,26,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0
Fibronectin glomerulopathy,32489,7,10,17,9,8,30,4,26,0.9,0.4,0.5294117647058824,0.9,0.13333333333333333,0.4
ALG8-CDG,31949,4,48,20,4,16,22,0,22,0.08333333333333333,0.0,0.2,0.08333333333333333,0.0,0.0
Congenital ichthyosiform erythroderma,31218,3,13,18,9,9,26,3,23,0.6923076923076923,0.23076923076923078,0.5,0.6923076923076923,0.11538461538461539,0.23076923076923078
"Autosomal dominant generalized epidermolysis bullosa simplex, severe form",27434,4,44,28,11,17,32,6,26,0.25,0.13636363636363635,0.39285714285714285,0.25,0.1875,0.13636363636363635
Intermediate generalized junctional epidermolysis bullosa,27638,4,14,26,6,20,19,2,17,0.42857142857142855,0.14285714285714285,0.23076923076923078,0.42857142857142855,0.10526315789473684,0.14285714285714285
Junctional epidermolysis bullosa with pyloric atresia,28150,3,21,24,11,13,26,2,24,0.5238095238095238,0.09523809523809523,0.4583333333333333,0.5238095238095238,0.07692307692307693,0.09523809523809523
Junctional epidermolysis bullosa inversa,27638,3,25,3,2,1,35,6,29,0.08,0.24,0.6666666666666666,0.08,0.17142857142857143,0.24
Epidermolysis bullosa simplex with mottled pigmentation,29359,2,19,20,17,3,17,3,14,0.8947368421052632,0.15789473684210525,0.85,0.8947368421052632,0.17647058823529413,0.15789473684210525
Localized epidermolysis bullosa simplex,27434,1,23,30,12,18,6,1,5,0.5217391304347826,0.043478260869565216,0.4,0.5217391304347826,0.16666666666666666,0.043478260869565216
PLEC-related intermediate epidermolysis bullosa simplex without extracutaneous involvement,29474,1,12,17,5,12,18,1,17,0.4166666666666667,0.08333333333333333,0.29411764705882354,0.4166666666666667,0.05555555555555555,0.08333333333333333
Hermansky-Pudlak syndrome,27618,1,39,21,6,15,23,2,21,0.15384615384615385,0.05128205128205128,0.2857142857142857,0.15384615384615385,0.08695652173913043,0.05128205128205128
Oculocutaneous albinism type 1A,84278,16,16,35,9,26,30,7,23,0.5625,0.4375,0.2571428571428571,0.5625,0.23333333333333334,0.4375
Oculocutaneous albinism type 2,84278,5,24,24,7,17,24,6,18,0.2916666666666667,0.25,0.2916666666666667,0.2916666666666667,0.25,0.25
Late-onset junctional epidermolysis bullosa,27639,4,27,15,10,5,16,6,10,0.37037037037037035,0.2222222222222222,0.6666666666666666,0.37037037037037035,0.375,0.2222222222222222
Severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia,33467,5,16,19,13,6,31,3,28,0.8125,0.1875,0.6842105263157895,0.8125,0.0967741935483871,0.1875
Pituitary stalk interruption syndrome,32331,1,17,16,16,0,27,1,26,0.9411764705882353,0.058823529411764705,1.0,0.9411764705882353,0.037037037037037035,0.058823529411764705
Angioma serpiginosum,30271,4,4,13,0,13,42,2,40,0.0,0.5,0.0,0.0,0.047619047619047616,0.5
Acquired arginine vasopressin deficiency,29832,0,4,16,0,16,22,2,20,0.0,0.5,0.0,0.0,0.09090909090909091,0.5
Isolated epispadias,32630,2,6,11,4,7,4,0,4,0.6666666666666666,0.0,0.36363636363636365,0.6666666666666666,0.0,0.0
Hamel cerebro-palato-cardiac syndrome,32624,0,14,19,13,6,18,0,18,0.9285714285714286,0.0,0.6842105263157895,0.9285714285714286,0.0,0.0
Bladder exstrophy,31847,1,13,17,7,10,17,0,17,0.5384615384615384,0.0,0.4117647058823529,0.5384615384615384,0.0,0.0
12q14 microdeletion syndrome,32466,1,37,18,3,15,33,4,29,0.08108108108108109,0.10810810810810811,0.16666666666666666,0.08108108108108109,0.12121212121212122,0.10810810810810811
"X-linked intellectual disability, Golabi-Ito-Hall type",32625,3,19,18,19,-1,41,5,36,1.0,0.2631578947368421,1.0555555555555556,1.0,0.12195121951219512,0.2631578947368421
Deafness-infertility syndrome,28163,10,3,21,3,18,34,3,31,1.0,1.0,0.14285714285714285,1.0,0.08823529411764706,1.0
Syndactyly type 3,27398,2,3,20,4,16,31,2,29,1.3333333333333333,0.6666666666666666,0.2,1.3333333333333333,0.06451612903225806,0.6666666666666666
Syndactyly type 4,29488,1,9,18,1,17,25,2,23,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.08,0.2222222222222222
Syndactyly type 5,27398,0,8,20,3,17,31,0,31,0.375,0.0,0.15,0.375,0.0,0.0
"Brachydactyly-syndactyly, Zhao type",29488,1,7,18,7,11,11,1,10,1.0,0.14285714285714285,0.3888888888888889,1.0,0.09090909090909091,0.14285714285714285
Hurler-Scheie syndrome,27894,2,18,16,11,5,18,4,14,0.6111111111111112,0.2222222222222222,0.6875,0.6111111111111112,0.2222222222222222,0.2222222222222222
Juvenile dermatomyositis,28745,2,45,18,10,8,31,10,21,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.3225806451612903,0.2222222222222222
Brachydactyly type E,29635,4,10,30,5,25,5,0,5,0.5,0.0,0.16666666666666666,0.5,0.0,0.0
Brachydactyly type A1,29635,0,12,10,1,9,12,3,9,0.08333333333333333,0.25,0.1,0.08333333333333333,0.25,0.25
Brachydactyly type A4,29488,2,6,16,3,13,15,0,15,0.5,0.0,0.1875,0.5,0.0,0.0
Syndactyly type 1,38464,11,4,19,1,18,27,1,26,0.25,0.25,0.05263157894736842,0.25,0.037037037037037035,0.25
Syndactyly type 2,38464,6,12,35,0,35,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0
"Spondyloepimetaphyseal dysplasia, Irapa type",38339,4,26,24,1,23,35,7,28,0.038461538461538464,0.2692307692307692,0.041666666666666664,0.038461538461538464,0.2,0.2692307692307692
Autosomal dominant omodysplasia,28843,0,17,18,15,3,33,0,33,0.8823529411764706,0.0,0.8333333333333334,0.8823529411764706,0.0,0.0
"Spondylometaphyseal dysplasia, Sedaghatian type",38339,17,25,35,3,32,33,3,30,0.12,0.12,0.08571428571428572,0.12,0.09090909090909091,0.12
"Brachyolmia, Maroteaux type",29676,0,8,24,7,17,22,0,22,0.875,0.0,0.2916666666666667,0.875,0.0,0.0
Achondrogenesis type 1B,27350,1,26,30,11,19,39,2,37,0.4230769230769231,0.07692307692307693,0.36666666666666664,0.4230769230769231,0.05128205128205128,0.07692307692307693
Achondrogenesis type 1A,27350,2,27,32,11,21,33,0,33,0.4074074074074074,0.0,0.34375,0.4074074074074074,0.0,0.0
Autosomal dominant brachyolmia,38181,12,6,42,1,41,22,0,22,0.16666666666666666,0.0,0.023809523809523808,0.16666666666666666,0.0,0.0
Cloverleaf skull-multiple congenital anomalies syndrome,32998,1,27,17,16,1,35,2,33,0.5925925925925926,0.07407407407407407,0.9411764705882353,0.5925925925925926,0.05714285714285714,0.07407407407407407
"Short rib-polydactyly syndrome, Verma-Naumoff type",32996,1,47,39,37,2,34,1,33,0.7872340425531915,0.02127659574468085,0.9487179487179487,0.7872340425531915,0.029411764705882353,0.02127659574468085
Crouzon syndrome-acanthosis nigricans syndrome,31353,2,28,18,15,3,27,5,22,0.5357142857142857,0.17857142857142858,0.8333333333333334,0.5357142857142857,0.18518518518518517,0.17857142857142858
Thanatophoric dysplasia type 2,30963,5,35,26,4,22,27,3,24,0.11428571428571428,0.08571428571428572,0.15384615384615385,0.11428571428571428,0.1111111111111111,0.08571428571428572
"Spondyloepiphyseal dysplasia, Kimberley type",31270,2,7,39,1,38,39,2,37,0.14285714285714285,0.2857142857142857,0.02564102564102564,0.14285714285714285,0.05128205128205128,0.2857142857142857
Fragile X-associated tremor/ataxia syndrome,30858,4,37,46,29,17,9,6,3,0.7837837837837838,0.16216216216216217,0.6304347826086957,0.7837837837837838,0.6666666666666666,0.16216216216216217
Hypocalcemic vitamin D-resistant rickets,38752,18,28,23,2,21,33,2,31,0.07142857142857142,0.07142857142857142,0.08695652173913043,0.07142857142857142,0.06060606060606061,0.07142857142857142
HNF1B-related autosomal dominant tubulointerstitial kidney disease,38907,18,29,26,5,21,30,4,26,0.1724137931034483,0.13793103448275862,0.19230769230769232,0.1724137931034483,0.13333333333333333,0.13793103448275862
Lyme disease,32950,4,24,17,16,1,20,5,15,0.6666666666666666,0.20833333333333334,0.9411764705882353,0.6666666666666666,0.25,0.20833333333333334
Ichthyosis-hypotrichosis syndrome,39370,18,2,26,0,26,34,0,34,0.0,0.0,0.0,0.0,0.0,0.0
Cryoglobulinemic vasculitis,30342,4,29,22,19,3,20,6,14,0.6551724137931034,0.20689655172413793,0.8636363636363636,0.6551724137931034,0.3,0.20689655172413793
Otopalatodigital syndrome type 1,31500,3,27,111,28,83,29,3,26,1.037037037037037,0.1111111111111111,0.25225225225225223,1.037037037037037,0.10344827586206896,0.1111111111111111
Otopalatodigital syndrome type 2,31500,0,55,21,14,7,20,0,20,0.2545454545454545,0.0,0.6666666666666666,0.2545454545454545,0.0,0.0
Brittle cornea syndrome,95503,4,34,19,3,16,21,3,18,0.08823529411764706,0.08823529411764706,0.15789473684210525,0.08823529411764706,0.14285714285714285,0.08823529411764706
Blau syndrome,35826,8,46,37,3,34,28,3,25,0.06521739130434782,0.06521739130434782,0.08108108108108109,0.06521739130434782,0.10714285714285714,0.06521739130434782
Xeroderma pigmentosum variant,31055,9,13,23,2,21,33,4,29,0.15384615384615385,0.3076923076923077,0.08695652173913043,0.15384615384615385,0.12121212121212122,0.3076923076923077
Autosomal dominant cutis laxa,27841,2,59,23,8,15,33,6,27,0.13559322033898305,0.1016949152542373,0.34782608695652173,0.13559322033898305,0.18181818181818182,0.1016949152542373
Klippel-Trénaunay syndrome,98429,7,31,18,5,13,37,5,32,0.16129032258064516,0.16129032258064516,0.2777777777777778,0.16129032258064516,0.13513513513513514,0.16129032258064516
Mandibuloacral dysplasia with type B lipodystrophy,28779,0,28,47,20,27,26,0,26,0.7142857142857143,0.0,0.425531914893617,0.7142857142857143,0.0,0.0
Mandibuloacral dysplasia with type A lipodystrophy,28779,1,30,42,27,15,37,1,36,0.9,0.03333333333333333,0.6428571428571429,0.9,0.02702702702702703,0.03333333333333333
Hereditary folate malabsorption,38628,20,25,31,3,28,30,3,27,0.12,0.12,0.0967741935483871,0.12,0.1,0.12
Primary familial polycythemia,38273,16,15,32,3,29,19,4,15,0.2,0.26666666666666666,0.09375,0.2,0.21052631578947367,0.26666666666666666
Drug-induced autoimmune hemolytic anemia,32885,5,11,18,11,7,21,3,18,1.0,0.2727272727272727,0.6111111111111112,1.0,0.14285714285714285,0.2727272727272727
Mixed-type autoimmune hemolytic anemia,32890,6,14,19,13,6,25,5,20,0.9285714285714286,0.35714285714285715,0.6842105263157895,0.9285714285714286,0.2,0.35714285714285715
Paroxysmal cold hemoglobinuria,27950,1,11,16,4,12,24,1,23,0.36363636363636365,0.09090909090909091,0.25,0.36363636363636365,0.041666666666666664,0.09090909090909091
"Autoimmune hemolytic anemia, warm type",31723,5,27,17,9,8,25,10,15,0.3333333333333333,0.37037037037037035,0.5294117647058824,0.3333333333333333,0.4,0.37037037037037035
"Deafness with labyrinthine aplasia, microtia, and microdontia",30306,3,23,21,19,2,37,7,30,0.8260869565217391,0.30434782608695654,0.9047619047619048,0.8260869565217391,0.1891891891891892,0.30434782608695654
Primary immunodeficiency syndrome due to P14/LAMTOR2 deficiency,30023,1,7,21,7,14,16,0,16,1.0,0.0,0.3333333333333333,1.0,0.0,0.0
Erythema elevatum diutinum,32639,11,8,21,9,12,24,2,22,1.125,0.25,0.42857142857142855,1.125,0.08333333333333333,0.25
Autosomal dominant hypophosphatemic rickets,27800,3,15,21,7,14,30,8,22,0.4666666666666667,0.5333333333333333,0.3333333333333333,0.4666666666666667,0.26666666666666666,0.5333333333333333
Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome,32806,12,4,30,4,26,22,1,21,1.0,0.25,0.13333333333333333,1.0,0.045454545454545456,0.25
Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,29231,1,31,21,17,4,28,3,25,0.5483870967741935,0.0967741935483871,0.8095238095238095,0.5483870967741935,0.10714285714285714,0.0967741935483871
Ichthyosis-prematurity syndrome,32812,8,5,30,5,25,19,0,19,1.0,0.0,0.16666666666666666,1.0,0.0,0.0
Vacuolar myopathy with sarcoplasmic reticulum protein aggregates,30771,0,2,15,0,15,31,0,31,0.0,0.0,0.0,0.0,0.0,0.0
Sialidosis type 2,33195,0,31,33,12,21,5,0,5,0.3870967741935484,0.0,0.36363636363636365,0.3870967741935484,0.0,0.0
Keratosis palmaris et plantaris-clinodactyly syndrome,28701,8,3,19,2,17,15,0,15,0.6666666666666666,0.0,0.10526315789473684,0.6666666666666666,0.0,0.0
"Hereditary palmoplantar keratoderma, Gamborg-Nielsen type",28989,7,2,17,1,16,10,0,10,0.5,0.0,0.058823529411764705,0.5,0.0,0.0
"Palmoplantar keratoderma, Nagashima type",30262,5,2,9,0,9,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0
Mesoaxial synostotic syndactyly with phalangeal reduction,31328,0,12,19,14,5,31,0,31,1.1666666666666667,0.0,0.7368421052631579,1.1666666666666667,0.0,0.0
SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome,38339,20,20,32,1,31,37,2,35,0.05,0.1,0.03125,0.05,0.05405405405405406,0.1
Congenital muscular dystrophy due to LMNA mutation,31690,0,22,17,13,4,28,2,26,0.5909090909090909,0.09090909090909091,0.7647058823529411,0.5909090909090909,0.07142857142857142,0.09090909090909091
Generalized eruptive histiocytosis,27749,6,12,21,8,13,18,2,16,0.6666666666666666,0.16666666666666666,0.38095238095238093,0.6666666666666666,0.1111111111111111,0.16666666666666666
Benign cephalic histiocytosis,32952,0,4,12,3,9,20,0,20,0.75,0.0,0.25,0.75,0.0,0.0
Juvenile xanthogranuloma,33509,3,12,22,8,14,42,0,42,0.6666666666666666,0.0,0.36363636363636365,0.6666666666666666,0.0,0.0
Xanthoma disseminatum,33508,2,6,13,6,7,17,0,17,1.0,0.0,0.46153846153846156,1.0,0.0,0.0
Rosaï-Dorfman disease,33528,5,12,16,10,6,29,4,25,0.8333333333333334,0.3333333333333333,0.625,0.8333333333333334,0.13793103448275862,0.3333333333333333
Progressive nodular histiocytosis,33521,14,4,29,4,25,30,1,29,1.0,0.25,0.13793103448275862,1.0,0.03333333333333333,0.25
Hereditary progressive mucinous histiocytosis,27837,2,6,10,4,6,26,2,24,0.6666666666666666,0.3333333333333333,0.4,0.6666666666666666,0.07692307692307693,0.3333333333333333
Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome,32832,0,19,16,15,1,34,2,32,0.7894736842105263,0.10526315789473684,0.9375,0.7894736842105263,0.058823529411764705,0.10526315789473684
Arachnoiditis,28332,2,15,21,14,7,32,3,29,0.9333333333333333,0.2,0.6666666666666666,0.9333333333333333,0.09375,0.2
Drug reaction with eosinophilia and systemic symptoms,32742,2,28,21,20,1,21,6,15,0.7142857142857143,0.21428571428571427,0.9523809523809523,0.7142857142857143,0.2857142857142857,0.21428571428571427
X-linked intellectual disability-cerebellar hypoplasia syndrome,33433,4,33,55,8,47,25,5,20,0.24242424242424243,0.15151515151515152,0.14545454545454545,0.24242424242424243,0.2,0.15151515151515152
Carney triad,32735,3,21,17,16,1,25,3,22,0.7619047619047619,0.14285714285714285,0.9411764705882353,0.7619047619047619,0.12,0.14285714285714285
Encephalopathy due to prosaposin deficiency,29504,2,10,19,9,10,38,3,35,0.9,0.3,0.47368421052631576,0.9,0.07894736842105263,0.3
Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome,29526,18,4,29,3,26,23,2,21,0.75,0.5,0.10344827586206896,0.75,0.08695652173913043,0.5
Multicentric reticulohistiocytosis,32748,11,6,19,6,13,20,3,17,1.0,0.5,0.3157894736842105,1.0,0.15,0.5
17q11.2 microduplication syndrome,32869,1,16,19,2,17,25,1,24,0.125,0.0625,0.10526315789473684,0.125,0.04,0.0625
Microphthalmia with brain and digit anomalies,31093,2,23,64,13,51,17,3,14,0.5652173913043478,0.13043478260869565,0.203125,0.5652173913043478,0.17647058823529413,0.13043478260869565
Syndactyly-telecanthus-anogenital and renal malformations syndrome,29630,1,28,36,26,10,32,3,29,0.9285714285714286,0.10714285714285714,0.7222222222222222,0.9285714285714286,0.09375,0.10714285714285714
"ABeta amyloidosis, Dutch type",33133,1,10,16,9,7,31,0,31,0.9,0.0,0.5625,0.9,0.0,0.0
ACys amyloidosis,31817,4,5,22,4,18,23,0,23,0.8,0.0,0.18181818181818182,0.8,0.0,0.0
Squamous cell carcinoma of the esophagus,96953,20,8,33,6,27,25,5,20,0.75,0.625,0.18181818181818182,0.75,0.2,0.625
Klatskin tumor,32542,7,10,17,10,7,19,5,14,1.0,0.5,0.5882352941176471,1.0,0.2631578947368421,0.5
Neurogenic thoracic outlet syndrome,33124,3,8,20,7,13,24,0,24,0.875,0.0,0.35,0.875,0.0,0.0
