disease,rag_top_node_id,common_symptoms,total_symptoms,rag_total_symptoms,rag_matches,rag_hallucinations,no_rag_total_symptoms,no_rag_matches,no_rag_hallucinations,rag_accuracy,no_rag_accuracy,rag_precision,rag_recall,no_rag_precision,no_rag_recall
OSLAM syndrome,30657,0,4,28,3,25,22,0,22,0.75,0.0,0.10714285714285714,0.75,0.0,0.0
Progressive osseous heteroplasia,29358,1,4,18,4,14,23,1,22,1.0,0.25,0.2222222222222222,1.0,0.043478260869565216,0.25
Blount disease,31308,9,1,18,0,18,26,0,26,0.0,0.0,0.0,0.0,0.0,0.0
Olivopontocerebellar atrophy-deafness syndrome,28400,1,5,18,4,14,15,3,12,0.8,0.6,0.2222222222222222,0.8,0.2,0.6
Congenital central hypoventilation syndrome,31618,3,2,19,2,17,21,1,20,1.0,0.5,0.10526315789473684,1.0,0.047619047619047616,0.5
Ophthalmomandibulomelic dysplasia,31552,0,17,19,13,6,38,0,38,0.7647058823529411,0.0,0.6842105263157895,0.7647058823529411,0.0,0.0
"Oculocerebral hypopigmentation syndrome, Preus type",29864,0,14,25,11,14,28,4,24,0.7857142857142857,0.2857142857142857,0.44,0.7857142857142857,0.14285714285714285,0.2857142857142857
Odonto-onycho dysplasia-alopecia syndrome,29598,1,11,21,6,15,48,2,46,0.5454545454545454,0.18181818181818182,0.2857142857142857,0.5454545454545454,0.041666666666666664,0.18181818181818182
Odontomatosis-aortae esophagus stenosis syndrome,30421,1,4,19,4,15,28,0,28,1.0,0.0,0.21052631578947367,1.0,0.0,0.0
Severe oculo-renal-cerebellar syndrome,29536,2,11,17,8,9,25,1,24,0.7272727272727273,0.09090909090909091,0.47058823529411764,0.7272727272727273,0.04,0.09090909090909091
Oculotrichoanal syndrome,29910,1,3,18,2,16,26,0,26,0.6666666666666666,0.0,0.1111111111111111,0.6666666666666666,0.0,0.0
"Oculocerebral hypopigmentation syndrome, Cross type",29864,1,4,26,3,23,26,1,25,0.75,0.25,0.11538461538461539,0.75,0.038461538461538464,0.25
Annular pancreas,30446,11,2,17,1,16,21,0,21,0.5,0.0,0.058823529411764705,0.5,0.0,0.0
Pachygyria-intellectual disability-epilepsy syndrome,31861,7,3,19,3,16,24,0,24,1.0,0.0,0.15789473684210525,1.0,0.0,0.0
Papillon-Lefèvre syndrome,31186,2,11,16,9,7,22,3,19,0.8181818181818182,0.2727272727272727,0.5625,0.8181818181818182,0.13636363636363635,0.2727272727272727
Papilloma of choroid plexus,30230,6,3,18,3,15,17,2,15,1.0,0.6666666666666666,0.16666666666666666,1.0,0.11764705882352941,0.6666666666666666
Otofaciocervical syndrome,28403,0,18,36,16,20,20,0,20,0.8888888888888888,0.0,0.4444444444444444,0.8888888888888888,0.0,0.0
"Endosteal hyperostosis, Worth type",31190,0,7,26,0,26,13,0,13,0.0,0.0,0.0,0.0,0.0,0.0
Pachydermoperiostosis,29236,2,7,25,1,24,36,2,34,0.14285714285714285,0.2857142857142857,0.04,0.14285714285714285,0.05555555555555555,0.2857142857142857
Otoonychoperoneal syndrome,30165,0,11,19,8,11,12,0,12,0.7272727272727273,0.0,0.42105263157894735,0.7272727272727273,0.0,0.0
Osteopathia striata-pigmentary dermopathy-white forelock syndrome,32370,2,7,21,5,16,34,1,33,0.7142857142857143,0.14285714285714285,0.23809523809523808,0.7142857142857143,0.029411764705882353,0.14285714285714285
Multicentric carpo-tarsal osteolysis with or without nephropathy,28040,3,14,25,15,10,20,4,16,1.0714285714285714,0.2857142857142857,0.6,1.0714285714285714,0.2,0.2857142857142857
Nasu-Hakola disease,32371,0,17,17,10,7,18,0,18,0.5882352941176471,0.0,0.5882352941176471,0.5882352941176471,0.0,0.0
Osteomesopyknosis,28316,0,1,11,1,10,32,1,31,1.0,1.0,0.09090909090909091,1.0,0.03125,1.0
Autosomal recessive distal osteolysis syndrome,27419,1,9,17,7,10,31,2,29,0.7777777777777778,0.2222222222222222,0.4117647058823529,0.7777777777777778,0.06451612903225806,0.2222222222222222
Short stature-valvular heart disease-characteristic facies syndrome,30765,2,13,16,9,7,32,1,31,0.6923076923076923,0.07692307692307693,0.5625,0.6923076923076923,0.03125,0.07692307692307693
Phakomatosis pigmentovascularis,32602,1,7,18,6,12,31,0,31,0.8571428571428571,0.0,0.3333333333333333,0.8571428571428571,0.0,0.0
Short stature-wormian bones-dextrocardia syndrome,32606,4,25,21,21,0,33,4,29,0.84,0.16,1.0,0.84,0.12121212121212122,0.16
Short stature-deafness-neutrophil dysfunction-dysmorphism syndrome,32605,8,0,30,0,30,27,0,27,0.0,0.0,0.0,0.0,0.0,0.0
Alopecia-intellectual disability syndrome,30393,2,9,17,4,13,19,2,17,0.4444444444444444,0.2222222222222222,0.23529411764705882,0.4444444444444444,0.10526315789473684,0.2222222222222222
Pelvic dysplasia-arthrogryposis of lower limbs syndrome,31333,5,6,21,6,15,46,1,45,1.0,0.16666666666666666,0.2857142857142857,1.0,0.021739130434782608,0.16666666666666666
Penoscrotal transposition,32416,3,15,17,11,6,11,3,8,0.7333333333333333,0.2,0.6470588235294118,0.7333333333333333,0.2727272727272727,0.2
PEHO syndrome,31464,1,27,59,26,33,38,1,37,0.9629629629629629,0.037037037037037035,0.4406779661016949,0.9629629629629629,0.02631578947368421,0.037037037037037035
Stiff skin syndrome,27904,2,3,15,3,12,20,1,19,1.0,0.3333333333333333,0.2,1.0,0.05,0.3333333333333333
Pectus excavatum-macrocephaly-dysplastic nails syndrome,27564,1,2,16,2,14,3,0,3,1.0,0.0,0.125,1.0,0.0,0.0
Spastic paraparesis-deafness syndrome,31889,2,6,19,4,15,20,1,19,0.6666666666666666,0.16666666666666666,0.21052631578947367,0.6666666666666666,0.05,0.16666666666666666
Laryngeal abductor paralysis,28645,8,1,20,1,19,24,0,24,1.0,0.0,0.05,1.0,0.0,0.0
Parana hard skin syndrome,30260,0,4,16,5,11,9,0,9,1.25,0.0,0.3125,1.25,0.0,0.0
"Renal agenesis, bilateral",99177,8,8,23,1,22,19,0,19,0.125,0.0,0.043478260869565216,0.125,0.0,0.0
Porencephaly,28067,1,4,17,3,14,13,1,12,0.75,0.25,0.17647058823529413,0.75,0.07692307692307693,0.25
Crossed polysyndactyly,28302,1,2,18,2,16,27,2,25,1.0,1.0,0.1111111111111111,1.0,0.07407407407407407,1.0
Cronkhite-Canada syndrome,29668,0,12,42,13,29,14,1,13,1.0833333333333333,0.08333333333333333,0.30952380952380953,1.0833333333333333,0.07142857142857142,0.08333333333333333
Polyneuropathy-intellectual disability-acromicria-premature menopause syndrome,33274,3,10,17,8,9,37,2,35,0.8,0.2,0.47058823529411764,0.8,0.05405405405405406,0.2
Isolated polycystic liver disease,27247,3,3,16,2,14,17,1,16,0.6666666666666666,0.3333333333333333,0.125,0.6666666666666666,0.058823529411764705,0.3333333333333333
Postaxial polydactyly-dental and vertebral anomalies syndrome,31601,1,9,27,6,21,35,1,34,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.02857142857142857,0.1111111111111111
Poland syndrome,30463,4,5,49,5,44,23,0,23,1.0,0.0,0.10204081632653061,1.0,0.0,0.0
Hereditary acrokeratotic poikiloderma,38421,16,16,32,3,29,23,2,21,0.1875,0.125,0.09375,0.1875,0.08695652173913043,0.125
Pili torti-developmental delay-neurological abnormalities syndrome,30006,2,8,23,8,15,17,1,16,1.0,0.125,0.34782608695652173,1.0,0.058823529411764705,0.125
Pili torti,28034,3,2,16,2,14,16,1,15,1.0,0.5,0.125,1.0,0.0625,0.5
Piebald trait-neurologic defects syndrome,31849,3,4,16,4,12,26,1,25,1.0,0.25,0.25,1.0,0.038461538461538464,0.25
Piebaldism,30388,6,3,17,2,15,31,2,29,0.6666666666666666,0.6666666666666666,0.11764705882352941,0.6666666666666666,0.06451612903225806,0.6666666666666666
"Phocomelia, Schinzel type",28522,2,12,25,2,23,26,0,26,0.16666666666666666,0.0,0.08,0.16666666666666666,0.0,0.0
Lower limb malformation-hypospadias syndrome,33217,3,2,18,0,18,15,1,14,0.0,0.5,0.0,0.0,0.06666666666666667,0.5
Upper limb defect-eye and ear abnormalities syndrome,30812,5,9,21,9,12,32,2,30,1.0,0.2222222222222222,0.42857142857142855,1.0,0.0625,0.2222222222222222
Müllerian duct anomalies-limb anomalies syndrome,31835,5,0,16,0,16,24,0,24,0.0,0.0,0.0,0.0,0.0,0.0
"Upper limb mesomelic dysplasia, type Fryns",27318,0,3,20,3,17,25,0,25,1.0,0.0,0.15,1.0,0.0,0.0
Acrogeria,32773,2,9,19,10,9,20,4,16,1.1111111111111112,0.4444444444444444,0.5263157894736842,1.1111111111111112,0.2,0.4444444444444444
McKusick-Kaufman syndrome,30059,0,1,18,0,18,10,0,10,0.0,0.0,0.0,0.0,0.0,0.0
White forelock with malformations,31091,1,14,23,13,10,26,1,25,0.9285714285714286,0.07142857142857142,0.5652173913043478,0.9285714285714286,0.038461538461538464,0.07142857142857142
Dysraphism-cleft lip/palate-limb reduction defects syndrome,33221,8,9,32,6,26,57,1,56,0.6666666666666666,0.1111111111111111,0.1875,0.6666666666666666,0.017543859649122806,0.1111111111111111
Megalencephaly,28361,5,12,16,2,14,10,2,8,0.16666666666666666,0.16666666666666666,0.125,0.16666666666666666,0.2,0.16666666666666666
Megalocornea-intellectual disability syndrome,27212,4,8,21,5,16,24,2,22,0.625,0.25,0.23809523809523808,0.625,0.08333333333333333,0.25
Neurocutaneous melanocytosis,28180,2,9,17,4,13,38,4,34,0.4444444444444444,0.4444444444444444,0.23529411764705882,0.4444444444444444,0.10526315789473684,0.4444444444444444
Melkersson-Rosenthal syndrome,30833,2,7,17,8,9,24,1,23,1.1428571428571428,0.14285714285714285,0.47058823529411764,1.1428571428571428,0.041666666666666664,0.14285714285714285
Microcephaly-deafness-intellectual disability syndrome,31460,3,11,17,9,8,31,2,29,0.8181818181818182,0.18181818181818182,0.5294117647058824,0.8181818181818182,0.06451612903225806,0.18181818181818182
Oculoauriculovertebral spectrum with radial defects,30140,0,7,28,5,23,22,0,22,0.7142857142857143,0.0,0.17857142857142858,0.7142857142857143,0.0,0.0
Microcornea-glaucoma-absent frontal sinuses syndrome,31470,1,6,15,4,11,37,0,37,0.6666666666666666,0.0,0.26666666666666666,0.6666666666666666,0.0,0.0
Spastic ataxia-corneal dystrophy syndrome,29469,5,5,16,4,12,23,3,20,0.8,0.6,0.25,0.8,0.13043478260869565,0.6
Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome,30844,5,6,19,0,19,37,1,36,0.0,0.16666666666666666,0.0,0.0,0.02702702702702703,0.16666666666666666
Moynahan syndrome,30362,5,2,20,2,18,22,0,22,1.0,0.0,0.1,1.0,0.0,0.0
Moyamoya disease,29366,4,1,18,1,17,41,0,41,1.0,0.0,0.05555555555555555,1.0,0.0,0.0
Corpus callosum agenesis-abnormal genitalia syndrome,31429,1,7,17,1,16,29,0,29,0.14285714285714285,0.0,0.058823529411764705,0.14285714285714285,0.0,0.0
Multiple benign circumferential skin creases on limbs,27906,3,3,26,1,25,16,4,12,0.3333333333333333,1.3333333333333333,0.038461538461538464,0.3333333333333333,0.25,1.3333333333333333
Autosomal dominant primary microcephaly,27182,1,3,94,2,92,10,1,9,0.6666666666666666,0.3333333333333333,0.02127659574468085,0.6666666666666666,0.1,0.3333333333333333
Micro syndrome,32037,0,22,18,3,15,25,0,25,0.13636363636363635,0.0,0.16666666666666666,0.13636363636363635,0.0,0.0
Microcephaly-cervical spine fusion anomalies syndrome,28141,3,17,20,10,10,29,3,26,0.5882352941176471,0.17647058823529413,0.5,0.5882352941176471,0.10344827586206896,0.17647058823529413
Autosomal recessive chorioretinopathy-microcephaly syndrome,30010,6,2,24,1,23,24,1,23,0.5,0.5,0.041666666666666664,0.5,0.041666666666666664,0.5
"Microcephaly-microcornea syndrome, Seemanova type",32766,4,15,26,12,14,21,4,17,0.8,0.26666666666666666,0.46153846153846156,0.8,0.19047619047619047,0.26666666666666666
Langer mesomelic dysplasia,27632,1,13,22,12,10,37,2,35,0.9230769230769231,0.15384615384615385,0.5454545454545454,0.9230769230769231,0.05405405405405406,0.15384615384615385
"Mesomelic dysplasia, Nievergelt type",38211,9,14,32,1,31,37,3,34,0.07142857142857142,0.21428571428571427,0.03125,0.07142857142857142,0.08108108108108109,0.21428571428571427
"Microcephalic primordial dwarfism, Montreal type",30346,2,30,45,5,40,26,4,22,0.16666666666666666,0.13333333333333333,0.1111111111111111,0.16666666666666666,0.15384615384615385,0.13333333333333333
Mesomelic dwarfism-cleft palate-camptodactyly syndrome,30137,2,8,22,9,13,31,2,29,1.125,0.25,0.4090909090909091,1.125,0.06451612903225806,0.25
"Microcephalic primordial dwarfism, Toriello type",30346,1,13,38,10,28,12,2,10,0.7692307692307693,0.15384615384615385,0.2631578947368421,0.7692307692307693,0.16666666666666666,0.15384615384615385
Osteoglosphonic dysplasia,27306,3,6,24,2,22,43,0,43,0.3333333333333333,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0
"Mesomelic dwarfism, Reinhardt-Pfeiffer type",27612,0,10,15,10,5,33,2,31,1.0,0.2,0.6666666666666666,1.0,0.06060606060606061,0.2
Mayer-Rokitansky-Küster-Hauser syndrome type 2,30327,0,9,22,0,22,35,2,33,0.0,0.2222222222222222,0.0,0.0,0.05714285714285714,0.2222222222222222
Muckle-Wells syndrome,29681,4,11,19,3,16,31,3,28,0.2727272727272727,0.2727272727272727,0.15789473684210525,0.2727272727272727,0.0967741935483871,0.2727272727272727
Mulibrey nanism,27480,3,7,18,5,13,25,1,24,0.7142857142857143,0.14285714285714285,0.2777777777777778,0.7142857142857143,0.04,0.14285714285714285
3M syndrome,27584,0,20,17,4,13,6,0,6,0.2,0.0,0.23529411764705882,0.2,0.0,0.0
Ataxia-pancytopenia syndrome,31519,5,5,27,7,20,16,4,12,1.4,0.8,0.25925925925925924,1.4,0.25,0.8
Noonan syndrome-like disorder with loose anagen hair,29750,6,7,63,6,57,30,3,27,0.8571428571428571,0.42857142857142855,0.09523809523809523,0.8571428571428571,0.1,0.42857142857142855
Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome,29543,9,3,20,2,18,33,1,32,0.6666666666666666,0.3333333333333333,0.1,0.6666666666666666,0.030303030303030304,0.3333333333333333
Bifid nose,31368,4,1,17,0,17,11,0,11,0.0,0.0,0.0,0.0,0.0,0.0
Neutropenia-monocytopenia-deafness syndrome,32876,11,3,26,3,23,38,2,36,1.0,0.6666666666666666,0.11538461538461539,1.0,0.05263157894736842,0.6666666666666666
Oculofaciocardiodental syndrome,28065,1,7,17,0,17,26,1,25,0.0,0.14285714285714285,0.0,0.0,0.038461538461538464,0.14285714285714285
Oculodentodigital dysplasia,27953,2,14,37,3,34,35,1,34,0.21428571428571427,0.07142857142857142,0.08108108108108109,0.21428571428571427,0.02857142857142857,0.07142857142857142
Urofacial syndrome,31625,0,1,19,1,18,11,0,11,1.0,0.0,0.05263157894736842,1.0,0.0,0.0
Nephropathy-deafness-hyperparathyroidism syndrome,27435,7,1,23,0,23,27,0,27,0.0,0.0,0.0,0.0,0.0,0.0
Nathalie syndrome,29787,0,4,23,3,20,32,0,32,0.75,0.0,0.13043478260869565,0.75,0.0,0.0
Keipert syndrome,28646,0,11,43,9,34,26,0,26,0.8181818181818182,0.0,0.20930232558139536,0.8181818181818182,0.0,0.0
Neurofaciodigitorenal syndrome,27267,2,16,24,10,14,41,2,39,0.625,0.125,0.4166666666666667,0.625,0.04878048780487805,0.125
Renal coloboma syndrome,32095,1,2,17,1,16,33,0,33,0.5,0.0,0.058823529411764705,0.5,0.0,0.0
Tetraamelia-multiple malformations syndrome,32572,0,8,18,3,15,39,0,39,0.375,0.0,0.16666666666666666,0.375,0.0,0.0
Thalidomide embryopathy,32567,0,0,16,0,16,29,0,29,0.0,0.0,0.0,0.0,0.0,0.0
Radioulnar synostosis-microcephaly-scoliosis syndrome,32302,2,19,16,15,1,37,6,31,0.7894736842105263,0.3157894736842105,0.9375,0.7894736842105263,0.16216216216216217,0.3157894736842105
Radioulnar synostosis-developmental delay-hypotonia syndrome,32091,1,17,20,14,6,41,5,36,0.8235294117647058,0.29411764705882354,0.7,0.8235294117647058,0.12195121951219512,0.29411764705882354
Weismann-Netter syndrome,31816,0,7,23,7,16,23,0,23,1.0,0.0,0.30434782608695654,1.0,0.0,0.0
Trichodermodysplasia-dental alterations syndrome,32530,0,8,17,8,9,20,0,20,1.0,0.0,0.47058823529411764,1.0,0.0,0.0
Thomas syndrome,32564,4,6,21,3,18,20,0,20,0.5,0.0,0.14285714285714285,0.5,0.0,0.0
"Thiemann disease, familial form",31503,3,2,24,2,22,36,0,36,1.0,0.0,0.08333333333333333,1.0,0.0,0.0
Tibial aplasia-ectrodactyly syndrome,32560,2,1,15,0,15,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0
Hoyeraal-Hreidarsson syndrome,32562,0,10,17,7,10,24,0,24,0.7,0.0,0.4117647058823529,0.7,0.0,0.0
Trismus-pseudocamptodactyly syndrome,30181,1,4,18,4,14,18,0,18,1.0,0.0,0.2222222222222222,1.0,0.0,0.0
Urban-Rogers-Meyer syndrome,29639,0,9,18,6,12,28,0,28,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
Hyperostosis corticalis generalisata,29653,2,6,15,5,10,35,2,33,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.05714285714285714,0.3333333333333333
Trichodysplasia-xeroderma syndrome,31096,1,8,27,6,21,27,0,27,0.75,0.0,0.2222222222222222,0.75,0.0,0.0
Non-syndromic metopic craniosynostosis,27344,4,2,22,0,22,42,0,42,0.0,0.0,0.0,0.0,0.0,0.0
Autoimmune polyendocrinopathy type 1,27834,2,13,17,6,11,35,0,35,0.46153846153846156,0.0,0.35294117647058826,0.46153846153846156,0.0,0.0
Wieacker-Wolff syndrome,38849,0,10,30,0,30,18,0,18,0.0,0.0,0.0,0.0,0.0,0.0
Wildervanck syndrome,31224,1,4,16,4,12,25,0,25,1.0,0.0,0.25,1.0,0.0,0.0
Worster-Drought syndrome,28437,1,2,19,1,18,23,0,23,0.5,0.0,0.05263157894736842,0.5,0.0,0.0
Velo-facial-skeletal syndrome,27369,1,7,18,5,13,22,0,22,0.7142857142857143,0.0,0.2777777777777778,0.7142857142857143,0.0,0.0
Verloove Vanhorick-Brubakk syndrome,31791,0,16,17,11,6,47,0,47,0.6875,0.0,0.6470588235294118,0.6875,0.0,0.0
MMEP syndrome,28919,0,7,21,4,17,14,0,14,0.5714285714285714,0.0,0.19047619047619047,0.5714285714285714,0.0,0.0
Weill-Marchesani syndrome,28146,2,6,25,5,20,31,1,30,0.8333333333333334,0.16666666666666666,0.2,0.8333333333333334,0.03225806451612903,0.16666666666666666
Thoraco-abdominal enteric duplication,33415,7,12,21,9,12,19,0,19,0.75,0.0,0.42857142857142855,0.75,0.0,0.0
Symbrachydactyly of hands and feet,98322,5,2,5,0,5,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0
Acromelic frontonasal dysplasia,31586,0,19,17,8,9,28,0,28,0.42105263157894735,0.0,0.47058823529411764,0.42105263157894735,0.0,0.0
Congenital amegakaryocytic thrombocytopenia,30222,2,2,14,3,11,31,1,30,1.5,0.5,0.21428571428571427,1.5,0.03225806451612903,0.5
Young syndrome,31400,0,4,18,0,18,43,0,43,0.0,0.0,0.0,0.0,0.0,0.0
Hirschsprung disease-ganglioneuroblastoma syndrome,29014,5,8,20,7,13,18,0,18,0.875,0.0,0.35,0.875,0.0,0.0
Intellectual disability-short stature-hypertelorism syndrome,32813,11,5,24,5,19,38,1,37,1.0,0.2,0.20833333333333334,1.0,0.02631578947368421,0.2
Facial dysmorphism-shawl scrotum-joint laxity syndrome,33556,0,14,19,11,8,17,0,17,0.7857142857142857,0.0,0.5789473684210527,0.7857142857142857,0.0,0.0
Microphthalmia-microtia-fetal akinesia syndrome,32755,1,8,21,7,14,24,3,21,0.875,0.375,0.3333333333333333,0.875,0.125,0.375
Brachydactyly-mesomelia-intellectual disability-heart defects syndrome,32720,3,11,19,9,10,29,1,28,0.8181818181818182,0.09090909090909091,0.47368421052631576,0.8181818181818182,0.034482758620689655,0.09090909090909091
Fryns-Smeets-Thiry syndrome,32502,2,19,17,17,0,33,4,29,0.8947368421052632,0.21052631578947367,1.0,0.8947368421052632,0.12121212121212122,0.21052631578947367
Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome,28576,1,9,17,4,13,20,0,20,0.4444444444444444,0.0,0.23529411764705882,0.4444444444444444,0.0,0.0
Muscular pseudohypertrophy-hypothyroidism syndrome,33034,5,15,18,12,6,20,1,19,0.8,0.06666666666666667,0.6666666666666666,0.8,0.05,0.06666666666666667
Myalgia-eosinophilia syndrome associated with tryptophan,32733,2,3,19,3,16,18,0,18,1.0,0.0,0.15789473684210525,1.0,0.0,0.0
"Dysplastic cortical hyperostosis, Kozlowski-Tsuruta type",33537,2,14,17,11,6,32,3,29,0.7857142857142857,0.21428571428571427,0.6470588235294118,0.7857142857142857,0.09375,0.21428571428571427
"Progeroid syndrome, Petty type",31991,3,28,112,29,83,33,1,32,1.0357142857142858,0.03571428571428571,0.25892857142857145,1.0357142857142858,0.030303030303030304,0.03571428571428571
White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,32343,8,12,23,9,14,23,3,20,0.75,0.25,0.391304347826087,0.75,0.13043478260869565,0.25
Autosomal dominant prognathism,28627,8,2,23,2,21,13,0,13,1.0,0.0,0.08695652173913043,1.0,0.0,0.0
Acrodysplasia scoliosis,29310,1,2,18,0,18,46,1,45,0.0,0.5,0.0,0.0,0.021739130434782608,0.5
Proteus-like syndrome,33263,1,12,17,7,10,46,1,45,0.5833333333333334,0.08333333333333333,0.4117647058823529,0.5833333333333334,0.021739130434782608,0.08333333333333333
"46,XX difference of sex development-anorectal anomalies syndrome",33260,8,3,20,3,17,48,2,46,1.0,0.6666666666666666,0.15,1.0,0.041666666666666664,0.6666666666666666
Non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome,30911,2,7,13,8,5,21,2,19,1.1428571428571428,0.2857142857142857,0.6153846153846154,1.1428571428571428,0.09523809523809523,0.2857142857142857
Familial pterygium of the conjunctiva,30225,6,2,20,3,17,24,1,23,1.5,0.5,0.15,1.5,0.041666666666666664,0.5
Chronic intestinal pseudoobstruction,97922,14,1,16,1,15,18,1,17,1.0,1.0,0.0625,1.0,0.05555555555555555,1.0
Mirror polydactyly-vertebral segmentation-limbs defects syndrome,32706,5,5,26,3,23,23,1,22,0.6,0.2,0.11538461538461539,0.6,0.043478260869565216,0.2
Autosomal recessive multiple pterygium syndrome,38697,14,11,27,0,27,37,0,37,0.0,0.0,0.0,0.0,0.0,0.0
Ramon syndrome,28032,0,7,17,5,12,27,0,27,0.7142857142857143,0.0,0.29411764705882354,0.7142857142857143,0.0,0.0
External auditory canal atresia-vertical talus-hypertelorism syndrome,28323,4,1,18,1,17,29,0,29,1.0,0.0,0.05555555555555555,1.0,0.0,0.0
Delayed membranous cranial ossification,31603,3,6,18,6,12,26,1,25,1.0,0.16666666666666666,0.3333333333333333,1.0,0.038461538461538464,0.16666666666666666
Renal tubular dysgenesis,32831,5,8,36,5,31,13,0,13,0.625,0.0,0.1388888888888889,0.625,0.0,0.0
Growth delay-hydrocephaly-lung hypoplasia syndrome,28695,1,10,18,9,9,28,0,28,0.9,0.0,0.5,0.9,0.0,0.0
Delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome,32152,3,9,15,8,7,30,3,27,0.8888888888888888,0.3333333333333333,0.5333333333333333,0.8888888888888888,0.1,0.3333333333333333
Intellectual disability-cataracts-calcified pinnae-myopathy syndrome,29991,2,21,19,9,10,24,1,23,0.42857142857142855,0.047619047619047616,0.47368421052631576,0.42857142857142855,0.041666666666666664,0.047619047619047616
X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome,32821,5,13,20,11,9,27,3,24,0.8461538461538461,0.23076923076923078,0.55,0.8461538461538461,0.1111111111111111,0.23076923076923078
Monoamine oxidase A deficiency,28961,5,2,22,1,21,22,1,21,0.5,0.5,0.045454545454545456,0.5,0.045454545454545456,0.5
Intellectual disability-myopathy-short stature-endocrine defect syndrome,29725,2,19,25,13,12,27,2,25,0.6842105263157895,0.10526315789473684,0.52,0.6842105263157895,0.07407407407407407,0.10526315789473684
"Intellectual disability, Wolff type",30904,0,16,22,11,11,21,0,21,0.6875,0.0,0.5,0.6875,0.0,0.0
"Rhizomelic syndrome, Urbach type",29571,0,23,12,11,1,38,1,37,0.4782608695652174,0.043478260869565216,0.9166666666666666,0.4782608695652174,0.02631578947368421,0.043478260869565216
Robin sequence-oligodactyly syndrome,30699,2,4,20,3,17,37,1,36,0.75,0.25,0.15,0.75,0.02702702702702703,0.25
Mayer-Rokitansky-Küster-Hauser syndrome,30327,14,3,51,2,49,24,3,21,0.6666666666666666,1.0,0.0392156862745098,0.6666666666666666,0.125,1.0
Schneckenbecken dysplasia,29679,0,17,31,16,15,26,0,26,0.9411764705882353,0.0,0.5161290322580645,0.9411764705882353,0.0,0.0
Autoimmune polyendocrinopathy type 2,38555,11,6,18,0,18,27,1,26,0.0,0.16666666666666666,0.0,0.0,0.037037037037037035,0.16666666666666666
Satoyoshi syndrome,30048,1,24,16,8,8,29,0,29,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,0.0
Ruvalcaba syndrome,28803,0,18,8,1,7,39,0,39,0.05555555555555555,0.0,0.125,0.05555555555555555,0.0,0.0
Senior-Loken syndrome,27417,1,8,17,5,12,30,1,29,0.625,0.125,0.29411764705882354,0.625,0.03333333333333333,0.125
Nijmegen breakage syndrome,27380,4,31,17,4,13,26,3,23,0.12903225806451613,0.0967741935483871,0.23529411764705882,0.12903225806451613,0.11538461538461539,0.0967741935483871
Arginine vasopressin resistance-intracranial calcification-short stature-facial dysmorphism syndrome,29832,1,13,16,2,14,27,3,24,0.15384615384615385,0.23076923076923078,0.125,0.15384615384615385,0.1111111111111111,0.23076923076923078
Autosomal dominant spondylocostal dysostosis,29480,2,4,46,4,42,27,1,26,1.0,0.25,0.08695652173913043,1.0,0.037037037037037035,0.25
Spondylocamptodactyly syndrome,38339,8,3,26,1,25,58,2,56,0.3333333333333333,0.6666666666666666,0.038461538461538464,0.3333333333333333,0.034482758620689655,0.6666666666666666
"Omphalocele syndrome, Shprintzen-Goldberg type",31954,0,9,17,4,13,24,0,24,0.4444444444444444,0.0,0.23529411764705882,0.4444444444444444,0.0,0.0
Septo-optic dysplasia spectrum,30549,4,3,29,2,27,26,2,24,0.6666666666666666,0.6666666666666666,0.06896551724137931,0.6666666666666666,0.07692307692307693,0.6666666666666666
Subaortic stenosis-short stature syndrome,30548,2,7,45,8,37,39,2,37,1.1428571428571428,0.2857142857142857,0.17777777777777778,1.1428571428571428,0.05128205128205128,0.2857142857142857
Holoprosencephaly-radial heart renal anomalies syndrome,31894,2,5,24,3,21,28,1,27,0.6,0.2,0.125,0.6,0.03571428571428571,0.2
Sprengel deformity,28692,4,5,15,3,12,17,2,15,0.6,0.4,0.2,0.6,0.11764705882352941,0.4
Conductive deafness-malformed external ear syndrome,30226,2,3,18,3,15,16,0,16,1.0,0.0,0.16666666666666666,1.0,0.0,0.0
Deafness-epiphyseal dysplasia-short stature syndrome,28062,3,3,18,3,15,27,2,25,1.0,0.6666666666666666,0.16666666666666666,1.0,0.07407407407407407,0.6666666666666666
Supravalvular aortic stenosis,28231,18,2,29,2,27,23,1,22,1.0,0.5,0.06896551724137931,1.0,0.043478260869565216,0.5
