disease,rag_top_node_id,common_symptoms,total_symptoms,rag_total_symptoms,rag_matches,rag_hallucinations,no_rag_total_symptoms,no_rag_matches,no_rag_hallucinations,rag_accuracy,no_rag_accuracy,rag_precision,rag_recall,no_rag_precision,no_rag_recall
"Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies",28189,2,47,34,2,32,26,1,25,0.0425531914893617,0.02127659574468085,0.058823529411764705,0.0425531914893617,0.038461538461538464,0.02127659574468085
"Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia",27739,2,23,22,11,11,26,5,21,0.4782608695652174,0.21739130434782608,0.5,0.4782608695652174,0.19230769230769232,0.21739130434782608
Developmental delay with or without epilepsy,29718,3,27,18,6,12,29,3,26,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.10344827586206896,0.1111111111111111
"Neuronopathy, distal hereditary motor, autosomal dominant 11",38458,20,41,23,3,20,30,3,27,0.07317073170731707,0.07317073170731707,0.13043478260869565,0.07317073170731707,0.1,0.07317073170731707
Developmental and epileptic encephalopathy 5,28987,1,36,20,10,10,44,8,36,0.2777777777777778,0.2222222222222222,0.5,0.2777777777777778,0.18181818181818182,0.2222222222222222
"Ventricular tachycardia, catecholaminergic polymorphic, 1",27503,5,5,18,1,17,23,1,22,0.2,0.2,0.05555555555555555,0.2,0.043478260869565216,0.2
"Thrombocytopenia 8, with dysmorphic features and developmental delay",38471,17,32,34,2,32,36,1,35,0.0625,0.03125,0.058823529411764705,0.0625,0.027777777777777776,0.03125
Hypochondroplasia,98702,9,7,51,0,51,29,2,27,0.0,0.2857142857142857,0.0,0.0,0.06896551724137931,0.2857142857142857
Muenke syndrome,27500,2,4,39,3,36,48,1,47,0.75,0.25,0.07692307692307693,0.75,0.020833333333333332,0.25
"Diarrhea 8, secretory sodium, congenital",29691,4,11,25,2,23,22,0,22,0.18181818181818182,0.0,0.08,0.18181818181818182,0.0,0.0
Pitt-Hopkins like syndrome 1,38983,14,70,23,4,19,25,3,22,0.05714285714285714,0.04285714285714286,0.17391304347826086,0.05714285714285714,0.12,0.04285714285714286
Muckle-Wells syndrome,29681,4,8,20,1,19,40,0,40,0.125,0.0,0.05,0.125,0.0,0.0
"Intellectual developmental disorder, autosomal dominant 39",99663,13,7,22,1,21,29,1,28,0.14285714285714285,0.14285714285714285,0.045454545454545456,0.14285714285714285,0.034482758620689655,0.14285714285714285
Amyotrophic lateral sclerosis 1,28624,11,7,25,3,22,19,1,18,0.42857142857142855,0.14285714285714285,0.12,0.42857142857142855,0.05263157894736842,0.14285714285714285
Apert syndrome,30316,4,20,17,1,16,37,1,36,0.05,0.05,0.058823529411764705,0.05,0.02702702702702703,0.05
"Basal ganglia calcification, idiopathic, 9, autosomal recessive",28938,4,39,18,10,8,48,8,40,0.2564102564102564,0.20512820512820512,0.5555555555555556,0.2564102564102564,0.16666666666666666,0.20512820512820512
Auriculocondylar syndrome 2B,30422,1,24,48,8,40,29,0,29,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0
Neurodevelopmental disorder with or without variable brain abnormalities,31839,2,90,24,11,13,30,4,26,0.12222222222222222,0.044444444444444446,0.4583333333333333,0.12222222222222222,0.13333333333333333,0.044444444444444446
"Nemaline myopathy 7, autosomal recessive",27294,6,22,111,16,95,20,0,20,0.7272727272727273,0.0,0.14414414414414414,0.7272727272727273,0.0,0.0
Bethlem myopathy 1A,30345,2,28,46,13,33,21,0,21,0.4642857142857143,0.0,0.2826086956521739,0.4642857142857143,0.0,0.0
"Intellectual developmental disorder, autosomal recessive 5",28584,3,16,26,6,20,22,1,21,0.375,0.0625,0.23076923076923078,0.375,0.045454545454545456,0.0625
Craniometaphyseal dysplasia,27596,2,40,16,5,11,37,0,37,0.125,0.0,0.3125,0.125,0.0,0.0
"Intellectual developmental disorder, autosomal recessive 81",28584,5,54,26,8,18,33,3,30,0.14814814814814814,0.05555555555555555,0.3076923076923077,0.14814814814814814,0.09090909090909091,0.05555555555555555
"Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome",29867,12,20,28,1,27,42,2,40,0.05,0.1,0.03571428571428571,0.05,0.047619047619047616,0.1
"Nephrotic syndrome, type 5, with or without ocular abnormalities",28016,3,21,22,12,10,24,1,23,0.5714285714285714,0.047619047619047616,0.5454545454545454,0.5714285714285714,0.041666666666666664,0.047619047619047616
Noonan syndrome 2,27522,5,92,36,13,23,39,3,36,0.14130434782608695,0.03260869565217391,0.3611111111111111,0.14130434782608695,0.07692307692307693,0.03260869565217391
"Hypomagnesemia 3, renal",27337,1,49,17,8,9,17,1,16,0.16326530612244897,0.02040816326530612,0.47058823529411764,0.16326530612244897,0.058823529411764705,0.02040816326530612
Ayme-Gripp syndrome,30872,0,11,16,1,15,13,0,13,0.09090909090909091,0.0,0.0625,0.09090909090909091,0.0,0.0
"Ehlers-Danlos syndrome, spondylodysplastic type, 2",31142,0,27,33,5,28,18,1,17,0.18518518518518517,0.037037037037037035,0.15151515151515152,0.18518518518518517,0.05555555555555555,0.037037037037037035
"Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures",38339,15,26,40,0,40,32,0,32,0.0,0.0,0.0,0.0,0.0,0.0
Spermatogenic failure 93,29823,12,9,24,1,23,27,2,25,0.1111111111111111,0.2222222222222222,0.041666666666666664,0.1111111111111111,0.07407407407407407,0.2222222222222222
MHC class II deficiency 4,31044,2,19,26,4,22,27,0,27,0.21052631578947367,0.0,0.15384615384615385,0.21052631578947367,0.0,0.0
Immunodeficiency 120,29890,13,21,27,1,26,44,2,42,0.047619047619047616,0.09523809523809523,0.037037037037037035,0.047619047619047616,0.045454545454545456,0.09523809523809523
Structural heart defects and renal anomalies syndrome,31035,1,29,21,16,5,29,1,28,0.5517241379310345,0.034482758620689655,0.7619047619047619,0.5517241379310345,0.034482758620689655,0.034482758620689655
Centronuclear myopathy 1,30705,4,12,30,2,28,25,1,24,0.16666666666666666,0.08333333333333333,0.06666666666666667,0.16666666666666666,0.04,0.08333333333333333
"Neuronopathy, distal hereditary motor, autosomal recessive 9",38458,19,12,24,2,22,31,2,29,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.06451612903225806,0.16666666666666666
"Cholestasis, progressive familial intrahepatic 4",32629,6,11,27,2,25,23,2,21,0.18181818181818182,0.18181818181818182,0.07407407407407407,0.18181818181818182,0.08695652173913043,0.18181818181818182
"Neurodevelopmental disorder with motor regression, progressive spastic paraplegia, and oromotor dysfunction",31715,2,13,17,3,14,35,4,31,0.23076923076923078,0.3076923076923077,0.17647058823529413,0.23076923076923078,0.11428571428571428,0.3076923076923077
"Contractural arachnodactyly, congenital",97927,16,17,38,1,37,36,2,34,0.058823529411764705,0.11764705882352941,0.02631578947368421,0.058823529411764705,0.05555555555555555,0.11764705882352941
"Chronic granulomatous disease 2, autosomal recessive",28556,5,17,16,2,14,52,5,47,0.11764705882352941,0.29411764705882354,0.125,0.11764705882352941,0.09615384615384616,0.29411764705882354
Elliptocytosis-2,30071,2,7,14,5,9,47,3,44,0.7142857142857143,0.42857142857142855,0.35714285714285715,0.7142857142857143,0.06382978723404255,0.42857142857142855
"Leukoencephalopathy, porphyria-related",36707,12,14,27,2,25,30,3,27,0.14285714285714285,0.21428571428571427,0.07407407407407407,0.14285714285714285,0.1,0.21428571428571427
"Encephalopathy, porphyria-related",27843,3,28,21,0,21,32,0,32,0.0,0.0,0.0,0.0,0.0,0.0
Developmental and epileptic encephalopathy 116,28987,3,18,38,5,33,25,1,24,0.2777777777777778,0.05555555555555555,0.13157894736842105,0.2777777777777778,0.04,0.05555555555555555
"Trichorhinophalangeal syndrome, type I",27224,0,8,18,0,18,18,0,18,0.0,0.0,0.0,0.0,0.0,0.0
Galloway-Mowat syndrome 4,31695,2,22,17,4,13,37,3,34,0.18181818181818182,0.13636363636363635,0.23529411764705882,0.18181818181818182,0.08108108108108109,0.13636363636363635
"Anemia, sideroblastic, and spinocerebellar ataxia",29390,0,52,20,4,16,33,5,28,0.07692307692307693,0.09615384615384616,0.2,0.07692307692307693,0.15151515151515152,0.09615384615384616
Premature ovarian failure 24,28340,4,8,29,6,23,27,1,26,0.75,0.125,0.20689655172413793,0.75,0.037037037037037035,0.125
"Intellectual developmental disorder, autosomal dominant 74",99663,20,31,38,2,36,32,4,28,0.06451612903225806,0.12903225806451613,0.05263157894736842,0.06451612903225806,0.125,0.12903225806451613
Fibrodysplasia ossificans progressiva,30328,1,5,28,2,26,28,1,27,0.4,0.2,0.07142857142857142,0.4,0.03571428571428571,0.2
"Robinow syndrome, autosomal dominant 2",29073,1,58,17,13,4,38,3,35,0.22413793103448276,0.05172413793103448,0.7647058823529411,0.22413793103448276,0.07894736842105263,0.05172413793103448
"Trichothiodystrophy 3, photosensitive",38885,19,25,34,0,34,38,1,37,0.0,0.04,0.0,0.0,0.02631578947368421,0.04
"Hypotrichosis, congenital, with juvenile macular dystrophy",27196,4,10,17,5,12,32,3,29,0.5,0.3,0.29411764705882354,0.5,0.09375,0.3
"Immunodeficiency, common variable, 13",27188,5,63,17,7,10,44,11,33,0.1111111111111111,0.1746031746031746,0.4117647058823529,0.1111111111111111,0.25,0.1746031746031746
"Dyskeratosis congenita, autosomal dominant 3",28228,2,11,18,1,17,54,1,53,0.09090909090909091,0.09090909090909091,0.05555555555555555,0.09090909090909091,0.018518518518518517,0.09090909090909091
"Neurodevelopmental disorder with impaired language, behavioral abnormalities, and dysmorphic facies",29115,4,81,31,14,17,35,6,29,0.1728395061728395,0.07407407407407407,0.45161290322580644,0.1728395061728395,0.17142857142857143,0.07407407407407407
Aplasia cutis-enamel dysplasia syndrome,99062,24,10,45,2,43,52,2,50,0.2,0.2,0.044444444444444446,0.2,0.038461538461538464,0.2
Wolfram syndrome 1,31066,0,7,16,2,14,25,2,23,0.2857142857142857,0.2857142857142857,0.125,0.2857142857142857,0.08,0.2857142857142857
"Vitamin D-dependent rickets, type I",31053,2,18,23,2,21,29,4,25,0.1111111111111111,0.2222222222222222,0.08695652173913043,0.1111111111111111,0.13793103448275862,0.2222222222222222
Craniometadiaphyseal osteosclerosis with hip dysplasia,32488,3,28,17,5,12,42,3,39,0.17857142857142858,0.10714285714285714,0.29411764705882354,0.17857142857142858,0.07142857142857142,0.10714285714285714
Tuberous sclerosis-1,31194,16,9,28,4,24,41,9,32,0.4444444444444444,1.0,0.14285714285714285,0.4444444444444444,0.21951219512195122,1.0
Polydactyly-macrocephaly syndrome,32294,1,18,19,2,17,52,2,50,0.1111111111111111,0.1111111111111111,0.10526315789473684,0.1111111111111111,0.038461538461538464,0.1111111111111111
Combined oxidative phosphorylation deficiency 56,38594,23,20,35,3,32,35,2,33,0.15,0.1,0.08571428571428572,0.15,0.05714285714285714,0.1
Spinal muscular atrophy with progressive myoclonic epilepsy,27253,2,11,18,2,16,28,0,28,0.18181818181818182,0.0,0.1111111111111111,0.18181818181818182,0.0,0.0
Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type),38675,24,91,37,5,32,39,4,35,0.054945054945054944,0.04395604395604396,0.13513513513513514,0.054945054945054944,0.10256410256410256,0.04395604395604396
Citrullinemia,30729,8,19,35,0,35,33,1,32,0.0,0.05263157894736842,0.0,0.0,0.030303030303030304,0.05263157894736842
"Coenzyme Q10 deficiency, primary, 7",39003,18,73,40,2,38,26,0,26,0.0273972602739726,0.0,0.05,0.0273972602739726,0.0,0.0
"Spastic ataxia 10, autosomal recessive",27721,1,20,19,6,13,26,6,20,0.3,0.3,0.3157894736842105,0.3,0.23076923076923078,0.3
Jeffries-Lakhani neurodevelopmental syndrome,31494,8,105,21,8,13,34,5,29,0.0761904761904762,0.047619047619047616,0.38095238095238093,0.0761904761904762,0.14705882352941177,0.047619047619047616
Loeys-Dietz syndrome 1,31164,3,65,19,10,9,34,7,27,0.15384615384615385,0.1076923076923077,0.5263157894736842,0.15384615384615385,0.20588235294117646,0.1076923076923077
"Multiple self-healing squamous epithelioma, susceptibility to",31659,2,1,27,0,27,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0
Branched-chain keto acid dehydrogenase kinase deficiency,32008,8,13,26,1,25,27,0,27,0.07692307692307693,0.0,0.038461538461538464,0.07692307692307693,0.0,0.0
"Intellectual developmental disorder, autosomal dominant 73",99663,20,104,25,1,24,46,5,41,0.009615384615384616,0.04807692307692308,0.04,0.009615384615384616,0.10869565217391304,0.04807692307692308
"Stickler syndrome, type II",32565,3,17,23,2,21,12,0,12,0.11764705882352941,0.0,0.08695652173913043,0.11764705882352941,0.0,0.0
"Charcot-Marie-Tooth disease, axonal, type 2A2A",27530,7,8,39,2,37,18,1,17,0.25,0.125,0.05128205128205128,0.25,0.05555555555555555,0.125
"Osteogenesis imperfecta, type XII",27158,10,17,221,15,206,33,3,30,0.8823529411764706,0.17647058823529413,0.06787330316742081,0.8823529411764706,0.09090909090909091,0.17647058823529413
Geleophysic dysplasia 1,27363,0,16,18,2,16,32,0,32,0.125,0.0,0.1111111111111111,0.125,0.0,0.0
Imerslund-Grasbeck syndrome 2,27327,5,3,33,1,32,31,0,31,0.3333333333333333,0.0,0.030303030303030304,0.3333333333333333,0.0,0.0
"Adrenal hyperplasia, congenital, due to 21-hydroxylase deficiency",30111,2,23,20,2,18,25,3,22,0.08695652173913043,0.13043478260869565,0.1,0.08695652173913043,0.12,0.13043478260869565
Long QT syndrome 15,27326,4,9,18,5,13,27,2,25,0.5555555555555556,0.2222222222222222,0.2777777777777778,0.5555555555555556,0.07407407407407407,0.2222222222222222
Sick sinus syndrome 2,36046,7,11,14,0,14,35,0,35,0.0,0.0,0.0,0.0,0.0,0.0
Bardet-Biedl syndrome 1,27886,3,14,18,3,15,29,3,26,0.21428571428571427,0.21428571428571427,0.16666666666666666,0.21428571428571427,0.10344827586206896,0.21428571428571427
"Trichothiodystrophy 2, photosensitive",38885,22,7,39,2,37,41,1,40,0.2857142857142857,0.14285714285714285,0.05128205128205128,0.2857142857142857,0.024390243902439025,0.14285714285714285
Retinitis pigmentosa 19,31651,9,7,20,4,16,30,2,28,0.5714285714285714,0.2857142857142857,0.2,0.5714285714285714,0.06666666666666667,0.2857142857142857
"Basal ganglia calcification, idiopathic, 10, autosomal recessive",28938,2,9,18,5,13,40,2,38,0.5555555555555556,0.2222222222222222,0.2777777777777778,0.5555555555555556,0.05,0.2222222222222222
"Spastic paraplegia 90B, autosomal recessive",38455,16,9,16,1,15,37,1,36,0.1111111111111111,0.1111111111111111,0.0625,0.1111111111111111,0.02702702702702703,0.1111111111111111
"Spastic paraplegia 90A, autosomal dominant",38901,14,19,17,1,16,24,1,23,0.05263157894736842,0.05263157894736842,0.058823529411764705,0.05263157894736842,0.041666666666666664,0.05263157894736842
Acromelic frontonasal dysostosis,31586,2,39,16,6,10,53,2,51,0.15384615384615385,0.05128205128205128,0.375,0.15384615384615385,0.03773584905660377,0.05128205128205128
"Neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features",29499,1,46,17,9,8,25,5,20,0.1956521739130435,0.10869565217391304,0.5294117647058824,0.1956521739130435,0.2,0.10869565217391304
"Vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome",38204,18,22,28,0,28,39,2,37,0.0,0.09090909090909091,0.0,0.0,0.05128205128205128,0.09090909090909091
Garg-Mishra progeroid syndrome,31991,4,28,107,7,100,67,2,65,0.25,0.07142857142857142,0.06542056074766354,0.25,0.029850746268656716,0.07142857142857142
"Neurodevelopmental disorder with language impairment, autism, and attention deficit-hyperactivity disorder",31463,0,34,20,4,16,32,2,30,0.11764705882352941,0.058823529411764705,0.2,0.11764705882352941,0.0625,0.058823529411764705
"Neurodegeneration, childhood-onset, with cerebellar ataxia and cognitive decline",29503,1,16,18,3,15,25,3,22,0.1875,0.1875,0.16666666666666666,0.1875,0.12,0.1875
"Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities",29131,2,43,21,5,16,32,4,28,0.11627906976744186,0.09302325581395349,0.23809523809523808,0.11627906976744186,0.125,0.09302325581395349
Hoxha-Aliu syndrome,30947,6,51,29,1,28,53,1,52,0.0196078431372549,0.0196078431372549,0.034482758620689655,0.0196078431372549,0.018867924528301886,0.0196078431372549
"Spondyloepimetaphyseal dysplasia, Guo-Campeau type",38339,21,55,33,3,30,52,7,45,0.05454545454545454,0.12727272727272726,0.09090909090909091,0.05454545454545454,0.1346153846153846,0.12727272727272726
"Lipodystrophy, familial partial, type 9",30508,2,44,18,4,14,30,3,27,0.09090909090909091,0.06818181818181818,0.2222222222222222,0.09090909090909091,0.1,0.06818181818181818
Coffin-Siris syndrome 8,27378,3,116,24,9,15,50,7,43,0.07758620689655173,0.0603448275862069,0.375,0.07758620689655173,0.14,0.0603448275862069
"Hyperoxaluria, primary, type II",29946,7,3,28,2,26,21,1,20,0.6666666666666666,0.3333333333333333,0.07142857142857142,0.6666666666666666,0.047619047619047616,0.3333333333333333
"Developmental delay, dysmorphic facies, and brain anomalies",32066,3,173,20,9,11,49,9,40,0.05202312138728324,0.05202312138728324,0.45,0.05202312138728324,0.1836734693877551,0.05202312138728324
Premature ovarian failure 23,28340,4,6,29,4,25,33,2,31,0.6666666666666666,0.3333333333333333,0.13793103448275862,0.6666666666666666,0.06060606060606061,0.3333333333333333
"Homocystinuria, B6-responsive and nonresponsive types",37603,18,16,37,0,37,42,0,42,0.0,0.0,0.0,0.0,0.0,0.0
Glycine encephalopathy 2,28289,2,20,17,4,13,21,1,20,0.2,0.05,0.23529411764705882,0.2,0.047619047619047616,0.05
"Seizures, benign familial infantile, 3",33100,0,61,16,11,5,34,5,29,0.18032786885245902,0.08196721311475409,0.6875,0.18032786885245902,0.14705882352941177,0.08196721311475409
Developmental and epileptic encephalopathy 11,28987,0,279,33,19,14,13,3,10,0.06810035842293907,0.010752688172043012,0.5757575757575758,0.06810035842293907,0.23076923076923078,0.010752688172043012
Camurati-Engelmann disease,29176,1,12,67,5,62,35,1,34,0.4166666666666667,0.08333333333333333,0.07462686567164178,0.4166666666666667,0.02857142857142857,0.08333333333333333
"Cutis laxa, autosomal recessive, type IA",27841,6,20,22,4,18,31,0,31,0.2,0.0,0.18181818181818182,0.2,0.0,0.0
"Megalocornea 1, X-linked",31677,11,4,33,1,32,30,2,28,0.25,0.5,0.030303030303030304,0.25,0.06666666666666667,0.5
"Arthrogryposis, distal, with impaired proprioception and touch",29212,0,33,32,20,12,42,3,39,0.6060606060606061,0.09090909090909091,0.625,0.6060606060606061,0.07142857142857142,0.09090909090909091
Polycystic kidney disease 8,28262,3,12,23,3,20,35,4,31,0.25,0.3333333333333333,0.13043478260869565,0.25,0.11428571428571428,0.3333333333333333
"Hyper-IgE syndrome 2, autosomal recessive, with recurrent infections",31806,7,66,17,7,10,36,17,19,0.10606060606060606,0.25757575757575757,0.4117647058823529,0.10606060606060606,0.4722222222222222,0.25757575757575757
Greig cephalopolysyndactyly syndrome,30921,2,20,40,10,30,38,2,36,0.5,0.1,0.25,0.5,0.05263157894736842,0.1
Pallister-Hall syndrome,27488,8,10,107,8,99,51,3,48,0.8,0.3,0.07476635514018691,0.8,0.058823529411764705,0.3
"Polydactyly, postaxial, types A1 and B",98290,9,5,26,1,25,36,2,34,0.2,0.4,0.038461538461538464,0.2,0.05555555555555555,0.4
"Deafness, autosomal recessive 122",27162,1,1,19,1,18,18,0,18,1.0,0.0,0.05263157894736842,1.0,0.0,0.0
Retinitis pigmentosa 18,38253,20,6,32,2,30,31,2,29,0.3333333333333333,0.3333333333333333,0.0625,0.3333333333333333,0.06451612903225806,0.3333333333333333
"Congenital disorder of glycosylation, type IIc",35493,3,14,3,0,3,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0
Tan-Almurshedi syndrome,31536,1,25,17,1,16,19,1,18,0.04,0.04,0.058823529411764705,0.04,0.05263157894736842,0.04
Trichohepatoenteric syndrome 1,27187,1,19,26,5,21,29,1,28,0.2631578947368421,0.05263157894736842,0.19230769230769232,0.2631578947368421,0.034482758620689655,0.05263157894736842
"Congenital disorder of glycosylation, type IIh",35493,7,52,26,1,25,10,0,10,0.019230769230769232,0.0,0.038461538461538464,0.019230769230769232,0.0,0.0
Branchiooculofacial syndrome,28514,0,21,21,3,18,7,0,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
"Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration",29006,1,35,17,9,8,33,3,30,0.2571428571428571,0.08571428571428572,0.5294117647058824,0.2571428571428571,0.09090909090909091,0.08571428571428572
Cohen syndrome,30788,2,25,18,3,15,35,4,31,0.12,0.16,0.16666666666666666,0.12,0.11428571428571428,0.16
"Ehlers-Danlos syndrome, musculocontractural type 1",28883,2,14,25,4,21,35,1,34,0.2857142857142857,0.07142857142857142,0.16,0.2857142857142857,0.02857142857142857,0.07142857142857142
"Neuromuscular disorder, congenital, with dysmorphic facies",31772,1,66,19,8,11,42,4,38,0.12121212121212122,0.06060606060606061,0.42105263157894735,0.12121212121212122,0.09523809523809523,0.06060606060606061
"Intellectual developmental disorder, X-linked syndromic 37",31959,1,198,17,7,10,35,11,24,0.03535353535353535,0.05555555555555555,0.4117647058823529,0.03535353535353535,0.3142857142857143,0.05555555555555555
"Leukodystrophy, hypomyelinating, 27",31084,2,38,20,7,13,14,1,13,0.18421052631578946,0.02631578947368421,0.35,0.18421052631578946,0.07142857142857142,0.02631578947368421
Craniofrontonasal dysplasia,27877,0,22,18,0,18,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0
"Albinism, oculocutaneous, type III",84278,11,4,26,3,23,37,2,35,0.75,0.5,0.11538461538461539,0.75,0.05405405405405406,0.5
"Intellectual developmental disorder, X-linked 114",28041,1,24,17,4,13,18,0,18,0.16666666666666666,0.0,0.23529411764705882,0.16666666666666666,0.0,0.0
"Spinocerebellar ataxia, autosomal recessive 12",27662,2,12,35,8,27,6,3,3,0.6666666666666666,0.25,0.22857142857142856,0.6666666666666666,0.5,0.25
MHC class I deficiency 2,28896,4,7,18,4,14,19,0,19,0.5714285714285714,0.0,0.2222222222222222,0.5714285714285714,0.0,0.0
"Amyloidosis, hereditary systemic 3",37798,19,27,33,1,32,33,1,32,0.037037037037037035,0.037037037037037035,0.030303030303030304,0.037037037037037035,0.030303030303030304,0.037037037037037035
Gillespie syndrome,31381,0,81,19,2,17,20,0,20,0.024691358024691357,0.0,0.10526315789473684,0.024691358024691357,0.0,0.0
"Spinocerebellar ataxia 29, congenital nonprogressive",27662,4,138,31,19,12,15,10,5,0.13768115942028986,0.07246376811594203,0.6129032258064516,0.13768115942028986,0.6666666666666666,0.07246376811594203
Spinocerebellar ataxia 15,27662,3,35,31,18,13,14,9,5,0.5142857142857142,0.2571428571428571,0.5806451612903226,0.5142857142857142,0.6428571428571429,0.2571428571428571
Opsismodysplasia,29407,1,23,43,12,31,56,0,56,0.5217391304347826,0.0,0.27906976744186046,0.5217391304347826,0.0,0.0
Fliedner-Zweier syndrome,31824,1,36,40,13,27,32,1,31,0.3611111111111111,0.027777777777777776,0.325,0.3611111111111111,0.03125,0.027777777777777776
"Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy",27721,3,38,21,8,13,30,8,22,0.21052631578947367,0.21052631578947367,0.38095238095238093,0.21052631578947367,0.26666666666666666,0.21052631578947367
Developmental and epileptic encephalopathy 112,28987,3,28,30,10,20,27,2,25,0.35714285714285715,0.07142857142857142,0.3333333333333333,0.35714285714285715,0.07407407407407407,0.07142857142857142
"Ventricular tachycardia, catecholaminergic polymorphic, 3",27503,7,7,23,3,20,24,2,22,0.42857142857142855,0.2857142857142857,0.13043478260869565,0.42857142857142855,0.08333333333333333,0.2857142857142857
"Deafness, autosomal recessive 125",27162,11,2,27,1,26,33,1,32,0.5,0.5,0.037037037037037035,0.5,0.030303030303030304,0.5
"Parkinson disease 7, autosomal recessive early-onset",28547,7,14,19,3,16,33,3,30,0.21428571428571427,0.21428571428571427,0.15789473684210525,0.21428571428571427,0.09090909090909091,0.21428571428571427
"Encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities",29788,2,23,18,11,7,24,5,19,0.4782608695652174,0.21739130434782608,0.6111111111111112,0.4782608695652174,0.20833333333333334,0.21739130434782608
"Diabetes, deafness, developmental delay, and short stature syndrome",28062,1,14,18,2,16,32,1,31,0.14285714285714285,0.07142857142857142,0.1111111111111111,0.14285714285714285,0.03125,0.07142857142857142
Combined oxidative phosphorylation deficiency 58,38594,19,32,28,3,25,29,3,26,0.09375,0.09375,0.10714285714285714,0.09375,0.10344827586206896,0.09375
MHC class I deficiency 3,28896,7,2,24,0,24,34,0,34,0.0,0.0,0.0,0.0,0.0,0.0
"Weill-Marchesani syndrome 1, recessive",28146,2,9,26,6,20,24,4,20,0.6666666666666666,0.4444444444444444,0.23076923076923078,0.6666666666666666,0.16666666666666666,0.4444444444444444
Pierpont syndrome,30736,0,23,18,2,16,35,0,35,0.08695652173913043,0.0,0.1111111111111111,0.08695652173913043,0.0,0.0
HMG-CoA synthase-2 deficiency,31378,9,42,38,6,32,29,4,25,0.14285714285714285,0.09523809523809523,0.15789473684210525,0.14285714285714285,0.13793103448275862,0.09523809523809523
Loeys-Dietz syndrome 4,31164,4,54,31,12,19,39,8,31,0.2222222222222222,0.14814814814814814,0.3870967741935484,0.2222222222222222,0.20512820512820512,0.14814814814814814
Chitayat syndrome,29317,0,30,16,8,8,36,0,36,0.26666666666666666,0.0,0.5,0.26666666666666666,0.0,0.0
Ataxia-pancytopenia syndrome,31519,5,27,27,11,16,15,4,11,0.4074074074074074,0.14814814814814814,0.4074074074074074,0.4074074074074074,0.26666666666666666,0.14814814814814814
Spinocerebellar ataxia 49,27662,2,16,38,6,32,5,2,3,0.375,0.125,0.15789473684210525,0.375,0.4,0.125
Treacher Collins syndrome 1,30106,2,15,17,7,10,37,3,34,0.4666666666666667,0.2,0.4117647058823529,0.4666666666666667,0.08108108108108109,0.2
Ullrich congenital muscular dystrophy 1C,27258,3,13,63,4,59,26,0,26,0.3076923076923077,0.0,0.06349206349206349,0.3076923076923077,0.0,0.0
Bethlem myopathy 1C,30345,2,15,31,5,26,18,0,18,0.3333333333333333,0.0,0.16129032258064516,0.3333333333333333,0.0,0.0
Chudley-McCullough syndrome,28204,0,12,17,5,12,31,0,31,0.4166666666666667,0.0,0.29411764705882354,0.4166666666666667,0.0,0.0
"Neuronopathy, distal hereditary motor, autosomal recessive 10",38458,22,20,26,1,25,27,2,25,0.05,0.1,0.038461538461538464,0.05,0.07407407407407407,0.1
"Cockayne syndrome, type A",27995,11,18,169,15,154,49,5,44,0.8333333333333334,0.2777777777777778,0.08875739644970414,0.8333333333333334,0.10204081632653061,0.2777777777777778
"Autoimmune disease, multisystem, infantile-onset, 3",39459,25,16,43,0,43,54,0,54,0.0,0.0,0.0,0.0,0.0,0.0
"Autoinflammatory disease, multisystem, with immune dysregulation, X-linked",38204,24,45,35,2,33,35,1,34,0.044444444444444446,0.022222222222222223,0.05714285714285714,0.044444444444444446,0.02857142857142857,0.022222222222222223
Desmosterolosis,30138,1,29,56,18,38,63,0,63,0.6206896551724138,0.0,0.32142857142857145,0.6206896551724138,0.0,0.0
Retinitis pigmentosa 76,31651,13,14,27,7,20,39,3,36,0.5,0.21428571428571427,0.25925925925925924,0.5,0.07692307692307693,0.21428571428571427
"Charcot-Marie-Tooth disease, type 1C",27530,4,8,28,1,27,22,2,20,0.125,0.25,0.03571428571428571,0.125,0.09090909090909091,0.25
Jacobsen syndrome,31052,2,61,84,16,68,40,0,40,0.26229508196721313,0.0,0.19047619047619047,0.26229508196721313,0.0,0.0
